Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
tika,org.apache.tika.parser.mif,MIFExtractor,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.mif,MIFExtractor,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.mif,MIFExtractor,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.mif,MIFExtractor,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.mif,MIFParser,parse,Long Statement,The length of the statement "try (AutoDetectReader reader=new AutoDetectReader(new CloseShieldInputStream(stream)`metadata`getEncodingDetector(context))){" is 125.
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Complex Conditional,The conditional expression input.read() != 0xd0 || input.read() != 0xcf || input.read() != 0x11 || input.read() != 0xe0 || input.read() != 0xa1 || input.read() != 0xb1 || input.read() != 0x1a || input.read() != 0xe1 is complex.
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Complex Conditional,The conditional expression tis != null && tis.getOpenContainer() != null && tis.getOpenContainer() instanceof POIFSFileSystem is complex.
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Complex Method,Cyclomatic complexity of the method is 9
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Long Statement,The length of the statement "if (input.read() != 0xd0 || input.read() != 0xcf || input.read() != 0x11 || input.read() != 0xe0 || input.read() != 0xa1 || input.read() != 0xb1 || input.read() != 0x1a || input.read() != 0xe1) {" is 195.
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Magic Number,The method contains a magic number: 0xd0
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Magic Number,The method contains a magic number: 0xcf
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Magic Number,The method contains a magic number: 0x11
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Magic Number,The method contains a magic number: 0xe0
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Magic Number,The method contains a magic number: 0xa1
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Magic Number,The method contains a magic number: 0xb1
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Magic Number,The method contains a magic number: 0x1a
tika,org.apache.tika.detect.ole,MiscOLEDetector,detect,Magic Number,The method contains a magic number: 0xe1
tika,org.apache.tika.parser.image,JpegParserTest,testJPEG,Long Statement,The length of the statement "assertEquals("Date/Time Original for when the photo was taken` unspecified time zone"`"2009-08-11T09:09:45"`metadata.get(TikaCoreProperties.CREATED));" is 150.
tika,org.apache.tika.parser.image,JpegParserTest,testJPEGGeo,Long Statement,The length of the statement "assertEquals("Date/Time Original for when the photo was taken` unspecified time zone"`"2009-08-11T09:09:45"`metadata.get(TikaCoreProperties.CREATED));" is 150.
tika,org.apache.tika.parser.image,JpegParserTest,testJPEGGeo,Long Statement,The length of the statement "assertEquals("This image has different Date/Time than Date/Time Original` so it is probably modification date"`"2009-10-02T23:02:49"`metadata.get(Metadata.LAST_MODIFIED));" is 171.
tika,org.apache.tika.parser.image,JpegParserTest,testJPEGGeo,Long Statement,The length of the statement "assertEquals("Date/Time Original should be stored in EXIF field too"`"2009-08-11T09:09:45"`metadata.get(TIFF.ORIGINAL_DATE));" is 125.
tika,org.apache.tika.parser.image,ImageMetadataExtractorTest,testExifHandlerParseDate,Magic Number,The method contains a magic number: 2000
tika,org.apache.tika.parser.image,ImageMetadataExtractorTest,testExifHandlerParseDateFallback,Long Statement,The length of the statement "assertEquals("Should try EXIF Date/Time if Original is not set"`"1999-01-01T00:00:00"`metadata.get(TikaCoreProperties.CREATED));" is 128.
tika,org.apache.tika.parser.image,ImageMetadataExtractorTest,testExifHandlerParseDateFallback,Magic Number,The method contains a magic number: 1999
tika,org.apache.tika.parser.image,ImageMetadataExtractorTest,testCopyUnknownFieldsHandler,Long Statement,The length of the statement "assertNull("keywords should be excluded from bulk copy because it is a defined field"`metadata.get(TikaCoreProperties.SUBJECT));" is 128.
tika,org.apache.tika.parser.image,ImageParserTest,testGIF,Long Statement,The length of the statement "assertEquals("imageLeftPosition=0` imageTopPosition=0` imageWidth=100` imageHeight=75` interlaceFlag=false"`metadata.get("ImageDescriptor"));" is 141.
tika,org.apache.tika.parser.image,ImageParserTest,testGIF,Long Statement,The length of the statement "assertEquals("Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership."`metadata.get("CommentExtensions CommentExtension"));" is 271.
tika,org.apache.tika.parser.image,ImageParserTest,testGIF,Long Statement,The length of the statement "assertEquals("value=Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership.` encoding=ISO-8859-1` compression=none"`metadata.get("Text TextEntry"));" is 296.
tika,org.apache.tika.parser.image,ImageParserTest,testGIF,Long Statement,The length of the statement "assertEquals("disposalMethod=none` userInputFlag=false` transparentColorFlag=false` delayTime=0` transparentColorIndex=0"`metadata.get("GraphicControlExtension"));" is 163.
tika,org.apache.tika.parser.image,ImageParserTest,testGIF,Long Statement,The length of the statement "assertEquals("Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership."`metadata.get(TikaCoreProperties.COMMENTS));" is 262.
tika,org.apache.tika.parser.image,ImageParserTest,testJPEG,Long Statement,The length of the statement "assertEquals("majorVersion=1` minorVersion=1` resUnits=1` Xdensity=72` Ydensity=72` thumbWidth=0` thumbHeight=0"`metadata.get("JPEGvariety app0JFIF"));" is 151.
tika,org.apache.tika.parser.image,ImageParserTest,testJPEG,Long Statement,The length of the statement "assertEquals("numScanComponents=3` startSpectralSelection=0` endSpectralSelection=63` approxHigh=0` approxLow=0"`metadata.get("markerSequence sos"));" is 149.
tika,org.apache.tika.parser.image,ImageParserTest,testJPEG,Long Statement,The length of the statement "assertEquals("componentId=1` HsamplingFactor=1` VsamplingFactor=1` QtableSelector=0"`metadata.get("markerSequence sof componentSpec"));" is 135.
tika,org.apache.tika.parser.image,ImageParserTest,testJPEG,Long Statement,The length of the statement "assertEquals("Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership."`metadata.get("markerSequence com"));" is 255.
tika,org.apache.tika.parser.image,ImageParserTest,testJPEG,Long Statement,The length of the statement "assertEquals("keyword=comment` value=Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership."`metadata.get("Text TextEntry"));" is 274.
tika,org.apache.tika.parser.image,ImageParserTest,testJPEG,Long Statement,The length of the statement "assertEquals("process=0` samplePrecision=8` numLines=75` samplesPerLine=100` numFrameComponents=3"`metadata.get("markerSequence sof"));" is 135.
tika,org.apache.tika.parser.image,ImageParserTest,testJPEG,Long Statement,The length of the statement "assertEquals("Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership."`metadata.get(TikaCoreProperties.COMMENTS));" is 262.
tika,org.apache.tika.parser.image,ImageParserTest,testPNG,Long Statement,The length of the statement "assertEquals("keyword=Comment` value=Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership."`metadata.get("tEXt tEXtEntry"));" is 274.
tika,org.apache.tika.parser.image,ImageParserTest,testPNG,Long Statement,The length of the statement "assertEquals("keyword=Comment` value=Licensed to the Apache Software Foundation (ASF) under one or more contributor license agreements. See the NOTICE file distributed with this work for additional information regarding copyright ownership.` encoding=ISO-8859-1` compression=none"`metadata.get("Text TextEntry"));" is 313.
tika,org.apache.tika.parser.image,ImageParserTest,testPNG,Long Statement,The length of the statement "assertEquals("width=100` height=75` bitDepth=8` colorType=RGB` compressionMethod=deflate` filterMethod=adaptive` interlaceMethod=none"`metadata.get("IHDR"));" is 157.
tika,org.apache.tika.parser.image,BPGParser,parse,Complex Conditional,The conditional expression signature[0] == (byte)'B' && signature[1] == (byte)'P' && signature[2] == (byte)'G' && signature[3] == (byte)0xfb is complex.
tika,org.apache.tika.parser.image,BPGParser,parse,Complex Method,Cyclomatic complexity of the method is 13
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 0xfb
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 0x7
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 0x8
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 0x8
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 0x15
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 32
tika,org.apache.tika.parser.image,BPGParser,parse,Magic Number,The method contains a magic number: 32
tika,org.apache.tika.parser.image,BPGParser,parse,Missing default,The following switch statement is missing a default case: switch (extensionType) {
tika,org.apache.tika.parser.image,ICNSParser,parse,Complex Conditional,The conditional expression header[0] == (byte)'i' && header[1] == (byte)'c' && header[2] == (byte)'n' && header[3] == (byte)'s' is complex.
tika,org.apache.tika.parser.image,ICNSParser,parse,Complex Method,Cyclomatic complexity of the method is 11
tika,org.apache.tika.parser.image,ICNSParser,parse,Long Statement,The length of the statement "dimensions=(!icon.hasRetinaDisplay()) ? (icon.getHeight() + "x" + icon.getWidth()) : (icon.getHeight() + "x" + icon.getWidth()+ "@2X");" is 135.
tika,org.apache.tika.parser.image,ICNSParser,parse,Long Statement,The length of the statement "iconmask_details=iconmask_details + "` " + icon.getHeight()+ "x"+ icon.getWidth()+ " ("+ icon.getBitsPerPixel()+ " bpp"+ ")";" is 125.
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 5
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,ICNSParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,ICNSType,converttoInt,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,ICNSType,converttoInt,Magic Number,The method contains a magic number: 0xff
tika,org.apache.tika.parser.image,ICNSType,converttoInt,Magic Number,The method contains a magic number: 24
tika,org.apache.tika.parser.image,ICNSType,converttoInt,Magic Number,The method contains a magic number: 0xff
tika,org.apache.tika.parser.image,ICNSType,converttoInt,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.image,ICNSType,converttoInt,Magic Number,The method contains a magic number: 0xff
tika,org.apache.tika.parser.image,ICNSType,converttoInt,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,ICNSType,converttoInt,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.image,ICNSType,converttoInt,Magic Number,The method contains a magic number: 0xff
tika,org.apache.tika.parser.image,ICNSType,converttoInt,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.image,ICNSType,ICNSType,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.image,ICNSType,ICNSType,Long Parameter List,The method has 6 parameters. 
tika,org.apache.tika.parser.image,MetadataFields,setKnownForClass,Complex Conditional,The conditional expression Modifier.isPublic(mod) && Modifier.isStatic(mod) && Modifier.isFinal(mod) is complex.
tika,org.apache.tika.parser.image,ImageMetadataExtractor,ImageMetadataExtractor,Long Statement,The length of the statement "this(metadata`new CopyUnknownFieldsHandler()`new TiffPageNumberHandler()`new JpegCommentHandler()`new ExifHandler()`new DimensionsHandler()`new GeotagHandler()`new IptcHandler());" is 179.
tika,org.apache.tika.parser.image,ImageMetadataExtractor,parseRawExif,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.image,ImageMetadataExtractor,parseRawExif,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,ImageMetadataExtractor,parseRawExif,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.image,ImageMetadataExtractor,parseRawExif,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.image,ImageMetadataExtractor,parseRawXMP,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.image,ImageMetadataExtractor,handle,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.parser.image,ImageMetadataExtractor,supports,Long Statement,The length of the statement "return directoryType == JpegDirectory.class || directoryType == ExifSubIFDDirectory.class || directoryType == ExifThumbnailDirectory.class || directoryType == ExifIFD0Directory.class;" is 183.
tika,org.apache.tika.parser.image,ImageMetadataExtractor,handle,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.image,ImageMetadataExtractor,handleCommentTags,Long Statement,The length of the statement "if (metadata.get(TikaCoreProperties.DESCRIPTION) == null && directory.containsTag(ExifIFD0Directory.TAG_IMAGE_DESCRIPTION)) {" is 125.
tika,org.apache.tika.parser.image,ImageMetadataExtractor,handlePhotoTags,Complex Method,Cyclomatic complexity of the method is 28
tika,org.apache.tika.parser.image,ImageMetadataExtractor,handlePhotoTags,Long Method,The method has 103 lines of code.
tika,org.apache.tika.parser.image,CopyUnknownFieldsHandler,handle,Complex Method,Cyclomatic complexity of the method is 8
tika,org.apache.tika.parser.image,DimensionsHandler,supports,Long Statement,The length of the statement "return directoryType == JpegDirectory.class || directoryType == ExifSubIFDDirectory.class || directoryType == ExifThumbnailDirectory.class || directoryType == ExifIFD0Directory.class;" is 183.
tika,org.apache.tika.parser.image,ExifHandler,handle,Empty catch clause,The method has an empty catch block.
tika,org.apache.tika.parser.image,ExifHandler,handleCommentTags,Long Statement,The length of the statement "if (metadata.get(TikaCoreProperties.DESCRIPTION) == null && directory.containsTag(ExifIFD0Directory.TAG_IMAGE_DESCRIPTION)) {" is 125.
tika,org.apache.tika.parser.image,ExifHandler,handlePhotoTags,Complex Method,Cyclomatic complexity of the method is 28
tika,org.apache.tika.parser.image,ExifHandler,handlePhotoTags,Long Method,The method has 103 lines of code.
tika,org.apache.tika.parser.image,ImageParser,loadNode,Complex Method,Cyclomatic complexity of the method is 9
tika,org.apache.tika.parser.image,ImageParser,parse,Complex Conditional,The conditional expression !(e.getMessage() != null && e.getMessage().equals("Unexpected block type 0!") && type.equals("image/gif")) is complex.
tika,org.apache.tika.parser.image,PSDParser,parse,Complex Conditional,The conditional expression signature[0] == (byte)'8' && signature[1] == (byte)'B' && signature[2] == (byte)'P' && signature[3] == (byte)'S' is complex.
tika,org.apache.tika.parser.image,PSDParser,parse,Complex Method,Cyclomatic complexity of the method is 10
tika,org.apache.tika.parser.image,PSDParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,PSDParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,PSDParser,parse,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.image,PSDParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,PSDParser,parse,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.image,PSDParser,ResourceBlock,Complex Method,Cyclomatic complexity of the method is 11
tika,org.apache.tika.parser.image,PSDParser,ResourceBlock,Long Statement,The length of the statement "throw new TikaException("Invalid Image Resource Block Signature Found` got " + sig + " 0x"+ Long.toHexString(sig)+ " but the spec defines "+ SIGNATURE);" is 152.
tika,org.apache.tika.parser.image,PSDParser,ResourceBlock,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,PSDParser,ResourceBlock,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,PSDParser,ResourceBlock,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.parser.image,PSDParser,ResourceBlock,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,PSDParser,ResourceBlock,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,PSDParser,ResourceBlock,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,ResourceBlock,ResourceBlock,Complex Method,Cyclomatic complexity of the method is 11
tika,org.apache.tika.parser.image,ResourceBlock,ResourceBlock,Long Statement,The length of the statement "throw new TikaException("Invalid Image Resource Block Signature Found` got " + sig + " 0x"+ Long.toHexString(sig)+ " but the spec defines "+ SIGNATURE);" is 152.
tika,org.apache.tika.parser.image,ResourceBlock,ResourceBlock,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,ResourceBlock,ResourceBlock,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,ResourceBlock,ResourceBlock,Magic Number,The method contains a magic number: 10
tika,org.apache.tika.parser.image,ResourceBlock,ResourceBlock,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.image,ResourceBlock,ResourceBlock,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.image,ResourceBlock,ResourceBlock,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.crypto,TSDParserTest,testTSDFileData,Long Statement,The length of the statement "try (InputStream inputXml=getResourceAsStream("/test-documents/MANIFEST.XML.TSD");InputStream inputTxt1=getResourceAsStream("/test-documents/Test1.txt.tsd");InputStream inputTxt2=getResourceAsStream("/test-documents/Test2.txt.tsd");InputStream inputDocx=getResourceAsStream("/test-documents/Test3.docx.tsd");InputStream inputPdf=getResourceAsStream("/test-documents/Test4.pdf.tsd");InputStream inputPng=getResourceAsStream("/test-documents/Test5.PNG.tsd")){" is 457.
tika,org.apache.tika.parser.crypto,TSDParserTest,testTSDFileDataRecursiveMetadataXML,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.crypto,TSDParserTest,testTSDFileDataRecursiveMetadataTxt1,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.crypto,TSDParserTest,testTSDFileDataRecursiveMetadataTxt2,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.crypto,TSDParserTest,testTSDFileDataRecursiveMetadataDocx,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.crypto,TSDParserTest,testTSDFileDataRecursiveMetadataPdf,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.crypto,TSDParserTest,testTSDFileDataRecursiveMetadataPng,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.crypto,TSDParser,parse,Magic Number,The method contains a magic number: 2048
tika,org.apache.tika.parser.crypto,TSDParser,extractMetas,Long Statement,The length of the statement "TSDMetas tsdMetas=new TSDMetas(true`token.getTimeStampInfo().getGenTime()`token.getTimeStampInfo().getPolicy().getId()`token.getTimeStampInfo().getSerialNumber()`token.getTimeStampInfo().getTsa()`token.getTimeStampInfo().getHashAlgorithm().getAlgorithm().getId());" is 264.
tika,org.apache.tika.parser.crypto,TSDParser,TSDMetas,Long Parameter List,The method has 6 parameters. 
tika,org.apache.tika.parser.crypto,TSDParser,toString,Long Statement,The length of the statement "return "TSDMetas [parseBuilt=" + parseBuilt + "` emitDate="+ emitDate+ "` policyId="+ policyId+ "` serialNumber="+ serialNumber+ "` tsa="+ tsa+ "` algorithm="+ algorithm+ "` parsedDate="+ parsedDate+ "]";" is 204.
tika,org.apache.tika.parser.crypto,TSDMetas,TSDMetas,Long Parameter List,The method has 6 parameters. 
tika,org.apache.tika.parser.crypto,TSDMetas,toString,Long Statement,The length of the statement "return "TSDMetas [parseBuilt=" + parseBuilt + "` emitDate="+ emitDate+ "` policyId="+ policyId+ "` serialNumber="+ serialNumber+ "` tsa="+ tsa+ "` algorithm="+ algorithm+ "` parsedDate="+ parsedDate+ "]";" is 204.
tika,org.apache.tika.parser.crypto,TSDParserTest,testBrokenPdf,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.executable,ExecutableParser,parse,Complex Conditional,The conditional expression first4[0] == (byte)0x7f && first4[1] == (byte)'E' && first4[2] == (byte)'L' && first4[3] == (byte)'F' is complex.
tika,org.apache.tika.parser.executable,ExecutableParser,parse,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.executable,ExecutableParser,parse,Magic Number,The method contains a magic number: 0x7f
tika,org.apache.tika.parser.executable,ExecutableParser,parse,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.executable,ExecutableParser,parse,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Complex Conditional,The conditional expression pe[0] == (byte)'P' && pe[1] == (byte)'E' && pe[2] == 0 && pe[3] == 0 is complex.
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Complex Method,Cyclomatic complexity of the method is 26
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Long Method,The method has 111 lines of code.
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x3c
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 4096
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x3f
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x40
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 24
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 4
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 12
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 16
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 20
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 22
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 1000l
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x14c
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x8664
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x200
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x184
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x284
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x1c0
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x1c4
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x268
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x266
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x366
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x466
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x162
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x166
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x168
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x169
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x1f0
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x1f1
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x1a2
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x1a3
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x1a6
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x1a8
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0x9041
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Magic Number,The method contains a magic number: 0xebc
tika,org.apache.tika.parser.executable,ExecutableParser,parsePE,Missing default,The following switch statement is missing a default case: switch (machine) {
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Complex Method,Cyclomatic complexity of the method is 44
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Long Method,The method has 142 lines of code.
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 2
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 3
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 6
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 7
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 8
tika,org.apache.tika.parser.executable,ExecutableParser,parseELF,Magic Number,The method contains a magic number: 9
